User-ID,Location,Age,username,passwd
234418,"madrid, madrid, spain",23.0,lWbWCR5EZwtH234418,Wzb5IDs#mdCGx
234419,"san antonio, texas, usa",,afh15JOjtLWI234419,bfRVeXqaavyP@
234420,"victoria, vancouver island, british columbia, canada",,A25UHTouFdoo234420,yjsX9vuIV
234421,"siuntio, uusimaa, finland",,wzMdOGWJ5EBZ234421,mG@nzwa2D#m
234422,"rennes, brittany, france",49.0,1REqSTqVCSA1234422,XgjrPOPgM
234423,"paris, idf, france",53.0,gIUlAHnrbGLN234423,cNfZy4gyyThGf
234424,"hamburg, hamburg, germany",21.0,rZwQjHle15bf234424,2tYtC1k8fdI
234425,"almonte, ontario, canada",47.0,v9QMvF8uGJRq234425,@rdY8nswQi
234426,"accra, accra, ghana",23.0,deAVNUCHQnXz234426,bnz48#we1vqS
234427,"shreveport, louisiana, usa",,4ZqOCwOjNySN234427,#E3wzd1omAcyU
234428,"bourg les valence, \n/a\"", france""",33.0,RxVfnWTRgBte234428,gkM@qB9hW
234429,"carleton place, ontario, canada",,bcRTNypX7zZh234429,SCWCgWdOxPuaE
234430,"buffalo, minnesota, usa",,C61SdModbtGS234430,ySNkRPXVNoNe
234431,"milwaukie, oregon, usa",,GZ6rYWTWiHAW234431,beiZDqRdHJ
234432,"kelowna, british columbia, canada",,SFGFIWuwwkjx234432,@@hwHDuYVZld
234433,"tübingen, baden-wuerttemberg, germany",25.0,F7eMNfQ7nnC5234433,6MyD@YOLw
234434,"phoenix, arizona, usa",,uAymuBpkruQr234434,daaWod9GHFY6
234435,"usa, usa, usa",,OAPB3axUCkr3234435,WX2viGcFeOXc
234436,"sydney, new south wales, australia",15.0,b8svtOMUKM64234436,AVy@T9dUXD8F
234437,"chula vista, california, usa",,Sc8WifgEOzzN234437,TbvkZLW2TC
234438,"mössingen, baden-wuerttemberg, germany",,HK8YJR16jjyP234438,7l2K7pKuFiIr
234439,"mühldorf, bayern, germany",30.0,ulZrkwMIyYAw234439,MwxenrJ5tgc5C
234440,"minneapolis, minnesota, usa",57.0,TQ2tdwrLP5k7234440,XGrdJbWDxVwZh
234441,"london, n/a, united kingdom",,QZ1Ev8z2VhpM234441,GW6Z2tHM1bS
234442,"san diego, california, usa",,6xnP3IOe1FF2234442,iNWjSmXAgJP
234443,"n/a, n/a, usa",,lpBTBlSuKpVQ234443,RIIL2z6xm3LS6
234444,"münster, nordrhein-westfalen, germany",17.0,6mXLaxQXLQp2234444,CfyrGiu9Yh
234445,"san diego, california, usa",,OjSs34iAmyor234445,BqL3@X5AXk
234446,"sevilla, n/a, spain",27.0,RF2hdLNVVxMJ234446,mHDBaZ9P@
234447,"dortmund, nordrhein-westfalen, germany",25.0,wDkcXZUBdPix234447,gKmmQnLEN
234448,"wettingen, wettingen ag, switzerland",,ij8IZa8Xc8E5234448,pTQm5VnKUu
234449,"fürth, bayern, germany",31.0,CPbtJMDPAZfU234449,TMknOccCxq
234450,"bielefeld, nordrhein-westfalen, germany",,OYwO2vf2L7P8234450,SgtzZjrrSkR
234451,"jacksonville, florida, usa",,Y6DcOrHIT3sP234451,DnpamIWy5H
234452,"fall river, massachusetts, usa",17.0,hGsR4As45BMW234452,erJ#xkVPAyVc
234453,"portland, oregon, usa",27.0,bzpAkfObtlE3234453,SvyvriUzmWh
234454,"beijing, beijing, china",21.0,BCWE3b4xZVaN234454,SvZYZVYhuVuR
234455,"thornhill, ontario, canada",43.0,Ia82P3RanKdg234455,UgfRBJeA6gi
234456,"portland, oregon, usa",,uxFvrzOp27do234456,HKIbBdv74eap
234457,"valencia, valencia, spain",22.0,eCqANiNewzdQ234457,81#s3JweM5
234458,"madrid, madrid, spain",34.0,euSLwiLROSyM234458,k@lRsz4ExI
234459,"barcelona, españa, spain",28.0,hJRTCXnNOU3X234459,uNaRUP2Lb
234460,"madrid, madrid, spain",19.0,y1tUpEtCvjng234460,@xO@dVVmVUx
234461,"lille, nord, france",26.0,7tiwj74lvMqU234461,hwXlhP2Zeazq
234462,"victoria, british columbia, canada",22.0,OTdwooWgSboJ234462,Eq52jBcRU
234463,"cascavel, paraná, brazil",42.0,7jBfjWaU9yqm234463,fBJ7bfX612qDe
234464,"fuengirola, malaga, spain",16.0,IViHjOOFlRQv234464,baHSGLF1dA
234465,"bronx, new york, usa",25.0,MfqmRfbYS2Sg234465,HcsNhtkxIX
234466,"buenos aires, buenos aires, argentina",24.0,rewab7No9QKo234466,ahVhZUC3yW3
234467,"halifax, nova scotia, canada",,DOcLbgSAEbOm234467,9V@96LeURC
234468,"siler city, north carolina, usa",47.0,PLrxixx1PWSk234468,krtEtsaqMx
234469,"las vegas, nevada, usa",27.0,ZLCMtlD7IzIX234469,PPzMUEqDRJjK
234470,"yelm, washington, usa",,oVfFuAW1zJ7Y234470,izdS2rCW5#wf
234471,"rockton, illinois, usa",,2fJiALnfQ6r3234471,SJUW9H6XDm@J9
234472,"irving, texas, texas",,CSaCGoRzUKbu234472,38Rw#MhbJFh
234473,"genova, liguria, italy",,nmXtlniJkn1d234473,kFSCyJl@cat
234474,"barcelona, catalunya, spain",20.0,HmyOiNHr9U1R234474,y4S7d3@1Ti5P3
234475,"west sussex, england, united kingdom",44.0,ndSRPxOHROWB234475,YVJ@Uftys
234476,"españa, catalunya,",31.0,FFCXGmuFDaN9234476,lxm3tDjVGNT
234477,"montreal, quebec, canada",,KDHQEpAH1v5h234477,#piwPJtUipJ
234478,"greenville, wisconsin, usa",,PmKCOTVFWYST234478,OYuatma4I
234479,"flemington, victoria, australia",29.0,ID5gGp5XMW5k234479,Za#urHzbrE6nC
234480,"san francisco, california, usa",30.0,ff1ujcyxDXXg234480,PQSpfIaQt
234481,"hood river, oregon, usa",,STB32nz2GQfL234481,hDwqyEttF5Bcm
234482,"vancouver, british columbia, canada",,tRS84rP51JET234482,UeE8wAcFhE9K
234483,"fredericton, new brunswick, canada",,kXPQHyNubvge234483,ncwa#6uuC
234484,"toronto, ontario, canada",,642SOwwgdL9s234484,cVsExFKHIfXcy
234485,"lisbon, amadora, portugal",27.0,2GrXNGsbEYPj234485,yS1wSsOfPM
234486,"buenos aires, buenos aires, argentina",28.0,vBdpG3bSofTn234486,DdmFUFkq#
234487,"midway city, california, usa",,RiToUZJXXFhB234487,PHsqXy#EiAq
234488,"león, n/a, spain",26.0,fDl81n36L1do234488,PPg9u7l3v4G
234489,"peñuelas, puerto rico,",18.0,7Kqmvz1GOIcM234489,aeQyYN#6LADuu
234490,"göttingen, niedersachsen, germany",21.0,WMdmdpWv1HUJ234490,5S@YVci4jEnW
234491,"portland, oregon, usa",,kl1z492kL1BW234491,ITTFhbr@eFfe
234492,"fieldbrook, california, usa",54.0,7wCR7eOSOw88234492,bYOcs5FJNYJ
234493,"london, england, united kingdom",,FTvh5IlRTfgX234493,8#xuZI5gf6A2U
234494,"longueuil, quebec, canada",,5muANfhirfDl234494,WnQM7tMWue@
234495,"lakewood, ohio, usa",,y5BzljMJJul9234495,WYj#PVV7CQcN
234496,"orlando, florida, usa",32.0,kngqLOmZnVKP234496,wGYyhD4F@5Yi
234497,"berne, bern, switzerland",,vJeeshNEuDvD234497,927CkS5PIq3D#
234498,"sanger, texas, usa",36.0,HJUQKl7bGjkG234498,y6VrMxKKU2
234499,"milano, ,",35.0,zAS1RnY241LJ234499,vJUywgrcC8oW
234500,"rio de janeiro, rio de janeiro, brazil",30.0,uA7lurElsdir234500,m9sYBmLuCW1C5
234501,"buenos aires, buenos aires, argentina",,o3bxUPCWUtvW234501,6qzaaCyRKNhd
234502,"houston, texas, usa",,CPR53iJszDKe234502,aEpdAJXqZKg
234503,"somma lombardo, lombardia, italy",,DCTVpzdZNBHF234503,QAd#JrBXBUEaC
234504,"wien, wien, austria",37.0,aEiZTyF56h4z234504,1Raokpx5kca@f
234505,"port huron, michigan, usa",,45mfvo9v3A2E234505,ey1O5TarzF
234506,"redway, california, usa",,EWs7JPozr9SZ234506,8A2H8fTzoaM82
234507,"manchester, england, united kingdom",57.0,ToVVGlfyNN6Y234507,lWXLuvYUuSO
234508,"krakow/cracow, malopolskie, poland",22.0,hf2Uf5ewBToZ234508,gZzDiduRtuCoj
234509,"olympia, ,",28.0,7LxvxlONgjTN234509,wYtMyh6i9FzrH
234510,"calgary, alberta, canada",,b9d4PgUkpWog234510,@RpWQ8xF9Td
234511,"philadelphia, pennsylvania, usa",50.0,Qx7BfjMtwgYJ234511,r9fn8mhgJ
234512,"belfast, northern ireland, ireland",32.0,2aCbjorTmaBJ234512,t6lK1@Mau533
234513,"farmington hills, michigan, usa",31.0,FgoapoBxwaG7234513,FcxiCmvT89w
234514,"landisville, pennsylvania, usa",,FOMLxdQwppSH234514,Yv9IgdtVVgfmq
234515,"toronto, ontario, canada",24.0,Nu3R62Pkh5ka234515,RPrOjGrN6k4w
234516,"karachi, asia, pakistan",18.0,c42cseG5wypi234516,mKxcJRy#koD
234517,"rosario, santa fe, argentina",46.0,qXi6u8UMiBTu234517,qizF6K8Oh#iZ
234518,"sao paulo, sao paulo, brazil",24.0,mUm3atwcRggC234518,7G@Ak9PAnk
234519,"anchorage, alaska, usa",,ocegAbntrDYP234519,rPMxD48BFXLJ4
234520,"quilmes, buenos aires, argentina",21.0,SljE9Rmmp7xw234520,ezkZmESsGRc
234521,"buenos aires, buenos aires, argentina",29.0,SdClYHSVABZB234521,HOb62SPtIUcl
234522,"córdoba, córdoba, argentina",,6Ej6JNhKMwvv234522,3QtXksdrg16QA
234523,"olivos, buenos aires, argentina",40.0,91FGLpraTs4b234523,e@AWi9PSN
234524,"bakersfield, california, usa",,yrHJsH7UovE3234524,WJjerfmknxadQ
234525,"kabul, kabul, afghanistan",23.0,1uo7PuYHrO2b234525,fe46AVQtlZLcR
234526,"ocala, florida, usa",55.0,epeVH5cOiBQX234526,TuIC3rn5DMc
234527,"london, england, united kingdom",33.0,V5cAxi9brXXb234527,eXJP8YSkPytH
234528,"tettnang, baden-wuerttemberg, germany",32.0,tyPeO1pFTDfh234528,q37yECxPGD2U
234529,"sant andreu llavaneres-bcn, cataluña, spain",51.0,xuPkRim9t3Gu234529,w6bERBOTn
234530,"pisa, toscana, italy",28.0,lniOufTzGD1G234530,1BuEX5Sj8I9w
234531,"vicenza, veneto, italy",,QzSFq3Rq7rt6234531,kuUOQd4OTHRBN
234532,"santiago, n/a, chile",23.0,WRDdo5cUb5XO234532,2Epeit4Ooo8m
234533,"paris, n/a, france",29.0,b5x7OrmTVsQp234533,EY8MXTGn9jT
234534,"alicante, alicante, spain",23.0,u5FAUuAozlfh234534,JXIkncLa7
234535,"gijon, asturias, spain",32.0,ZLzQWazcTO49234535,t4c3ut8BKfoA
234536,"pistoia, toscana, italy",37.0,dEO1V4KGf76B234536,iUayJFQ4fS
234537,"humble, texas, usa",64.0,kwSlYbnE8twj234537,Ktvwzvl52
234538,"buenos aires, buenos aires, argentina",27.0,hIR2aen2hjxS234538,A#gOb39yrY
234539,"santiago, metropolitana, chile",45.0,OA4yUJkVuYeX234539,gtWjYQVM#yuk
234540,"madrid, madrid, spain",32.0,mOv8jAiN66SA234540,pXKGE7peKJA
234541,"roma, lazio, italy",31.0,2URGlvIxcwND234541,snaJTXSTbrT
234542,"minneapolis, minnesota, usa",,ZSWG4HKnyLJO234542,ul#nMSGuB
234543,"köln, nordrhein-westfalen, germany",22.0,UqmMXjhzpxrK234543,dFfJUxIYKf
234544,"seal beach, california, usa",,mxTDmww1Towv234544,wQhTOWlxLyDL
234545,"newport news, virginia, usa",,D9B5XYv7gRho234545,9nGlt#oXJuE9
234546,"passaic, new jersey, usa",21.0,IZ1JNfJHMEnH234546,VPr9oGYdOlB8q
234547,"prince george, british columbia, canada",,Q7DFkENEqM1B234547,a365xY7Me#7X
234548,"san francisco, california, usa",,WNbuRmxpcCng234548,JgQ6GRpJVx
234549,"paris, florida, france",43.0,bAxQRta8PqOX234549,vhCHahMyZ
234550,"castelvetro piacentino, emilia romagna, italy",,2FW2t5Fbkr3o234550,fNmwnZC2k7
234551,"cuneo, piemonte, italy",,BmP4r8i5Plqm234551,Q#RLetd@ChDYh
234552,"roma, lazio, italy",,hZw6bhI5YiiT234552,Qez344XA2oFP8
234553,"new york, new york, usa",,fB7Pdy5qOJnx234553,Jkj1gT8kH
234554,"hong kong, n/a, hong kong",34.0,G2XmPxAUsFjv234554,khwaCOG8zY
234555,"bologna, emilia romagna, italy",,PTH84N6zrdYH234555,suqR3N73g
234556,"berlin, berlin, germany",21.0,l1uuZBvQDixm234556,ZiIZ6jC4yAQgP
234557,"glasgow, scotland, united kingdom",39.0,4wkIWVHiNdgY234557,pQoV5whRh
234558,"caballito, capital federal, argentina",15.0,9p7giPt6OSvh234558,BT8sbxOSPEC
234559,"belgrade, serbia and montenegro, yugoslavia",25.0,ukAbgogQgupk234559,b6IzYhPIQ3C
234560,"valencia, valencia, spain",46.0,c79ieV67jo3Y234560,sdMlNkW54NB6
234561,"littlehampton, sussex, united kingdom",45.0,5sCfAIwkuKjm234561,sWJdDx#v6Dzn
234562,"fiumicino, lazio, italy",,eiiTkFvGCak8234562,812k1#b2npsa
234563,"fredericton, new brunswick, canada",27.0,lBU9NhXl3pWW234563,5RwC#e5yEW
234564,"barcelona, n/a, spain",31.0,obstgRUodL2k234564,towXHTFHYWCD
234565,"kelowna, british columbia, canada",35.0,vWdEdyAbuChd234565,Yu#8bAzNETfU
234566,"akron, ohio, usa",37.0,oo2F25okK9El234566,26eOlsM9vo3Gy
234567,"barcelona, catalunya, spain",26.0,SRPJBiGRTAiL234567,OxI3laTIc
234568,"oakland, california, usa",34.0,nDmapfpz4sb3234568,T127mL5EWPof
234569,"reykjavik, n/a, iceland",,pm7Q7D1pMDxL234569,7bUNWHb7GZA
234570,"tübingen, baden-wuerttemberg, germany",21.0,eGzIq6Jdn6R5234570,fvlsLOKDQ81
234571,"london, england, united kingdom",71.0,IrgQsov1yWNx234571,IUZn9NemIlbZ3
234572,"asuncion, paraguay, paraguay",,d47wRccDntZ9234572,ED@8KUdzg
234573,"bologna, emilia romagna, italy",26.0,Nl5O4gLfBayZ234573,ZDYF8WNe5x
234574,"reykjavik, , iceland",,9A7coMbxqmbe234574,5Au@HXO3Op
234575,"fredericksburg, virginia, usa",,a78XhbObDi5Q234575,qAciiJsZLyxtZ
234576,"cambridge, massachusetts, usa",25.0,gOycAXMNiDF2234576,VsscphqBt
234577,"ciudad habana, habana, cuba",35.0,1NRHTvPJQtzL234577,JudANFqNsXF3
234578,"saarbrücken, saarland, germany",32.0,R3ocjyWpvale234578,666PeWiJv
234579,"shaftesbury, england, united kingdom",38.0,IJjxaNI7iOoU234579,dcDRyeMcX2l
234580,"seremban, negeri sembilan, malaysia",17.0,L2O25iKAWxSu234580,#e3JaEE87xy
234581,"brooklyn, new york, usa",,BilZarCI3rRd234581,6POx1ATgzm
234582,"bologna, emilia romagna, italy",,wfcTYdIh3zt1234582,a3aEmDhhub
234583,"são paulo, são paulo, brazil",37.0,NVxkqpuvWxvU234583,xOayEHh6eXk
234584,"tomelloso, la mancha, spain",48.0,PhmGYNwOL1Kd234584,i4mwv9Femm91
234585,"bologna, emilia romagna, italy",23.0,snofldWOYbbN234585,x5jTu71AhGq
234586,"port coquitlam, british columbia, canada",,hNN1iA8vBS7n234586,JZzPEOungQvKD
234587,"oslo, n/a, norway",,VWyqvILlYSAY234587,cDlSgzJENDMo
234588,"milano, lombardia, italy",,2oEuHBSRC75x234588,zj2XuSv##vShw
234589,"brookheaven, new york, usa",17.0,6IPSxNU14sVw234589,OpOvdUKQZV
234590,"bucyrus, ohio, usa",,4tnjjnC26NWf234590,pw7OnSpLl9L
234591,"york, england, united kingdom",34.0,7QNnKOpTvMms234591,ng3Y7kcz@Lu
234592,"bronx, new york, usa",15.0,qmxdHVYv8Z7z234592,tP4X9KEucZr
234593,"huntingdon, cambridgeshire, united kingdom",,RJjrZXqNNrjO234593,a7A5oVX#z
234594,"los angeles, california, usa",22.0,K9aHVg6RaZEZ234594,@iidZhJpKu
234595,"riverside, california, usa",,UM9BGfh38bYY234595,ByhcM@Uo1g
234596,"istanbul, turkey/istanbul, turkey",36.0,gB6GA8FypBsg234596,5ZWNVEBCGy
234597,"firenze, toscana, italy",,7FGGOEr9TlmM234597,93BLeUYT#I@X
234598,"san jose, california, usa",,fpDDyIpvci1z234598,hAK8nHpiCsf7k
234599,"montreal, quebec, canada",,F26g426syRRa234599,TcUEamNlf9j1Z
234600,"buenos aires, provincia de buenos aires, argentina",28.0,KKKtt8fSqCET234600,bzv7r@aJgoh@L
234601,"ciudad autonoma de buenos aires, buenos aires, argentina",36.0,iifvPkmlrLGh234601,wmdDnmCIs
234602,"barcelona, barcelona, spain",28.0,pnY3ABGgZdXO234602,lA1eKk45PDuV
234603,"abbotsford, british columbia, canada",29.0,FCstyEgtRM61234603,QLS5ycAzo8
234604,"tampere, pirkanmaa, finland",,OWiX4F1kpidF234604,bgFAJRXQGTAD9
234605,"évora, alentejo, portugal",44.0,wqvRmWH4D29r234605,B5J@nyT7RhH
234606,"montreal, quebec, canada",,QNTrF1nlmCly234606,wYsqCXfbrV
234607,"singapore, na, singapore",,pG9DvMfbrqnD234607,GHroA8bLO
234608,"alger, algiers, algeria",33.0,E68q4WzRiZvW234608,XiLpeKG9ZxhC@
234609,"manchester, england, united kingdom",,OhZK8UVuvgo9234609,3h#qnAT8bko
234610,"staffs, england, united kingdom",17.0,Td55P7FWRRmF234610,gIbgVCr2Eh
234611,"biassono, lombardia, italy",19.0,i7vpD1RFj6Uq234611,SWhri7ZKzjL
234612,"n/a, n/a, iran",,LAjGkfwwS71G234612,vrIOUgQWDN
234613,"doncaster east, victoria, australia",,EspLtFdSbKHf234613,vzw1oYjTk
234614,"springfield, illinois, usa",,iTXnl3VhgJzs234614,misNzfY5tDxr
234615,"rotterdam, zuid holland, netherlands",,arYhUuqs5egh234615,L#QMiBUh75AX
234616,"n/a, n/a, netherlands",33.0,BFXCMEnFu1eI234616,#qaj@gkbfN3P
234617,"sydney, new south wales, australia",15.0,iHdLGRNlLHDB234617,juRMAvtF95Adn
234618,"kuala lumpur, petaling jaya, malaysia",,laaKkYCHNDnc234618,uPc4isRJD24Mv
234619,"winfield, west virginia, usa",,LmgF6eSxbJHQ234619,UTcUkHUYG
234620,"lahore,, punjab,, pakistan",23.0,oLTe5dbVFLEz234620,nmRXupC2Z
234621,"seattle, washington, usa",38.0,Ms3dmRWy41Nx234621,z9hKGfoX65P
234622,"albuquerque, new mexico, usa",44.0,s5JaF4anlwwr234622,AEM#avGQaUiDY
234623,"scarborough, maine, usa",,NtqPMF69Jz1X234623,vuHZyJdDF
234624,"new westminster, british columbia, canada",,eLExh8delfWy234624,hI@UV57tjQ
234625,"campulung moldovenesc, suceava, romania",24.0,oX8ExE1u9Bvn234625,pIoedv6#vUK
234626,"glenbrook, new south wales, australia",34.0,a8O5IDPQcJmy234626,3EdcQCHb8Qqk
234627,"barcelona, barcelona, spain",28.0,dn4EmiVGAXka234627,e7LKfhsKR
234628,"london, london, united kingdom",48.0,No1N3RtME14y234628,QZMOF7i5pvSk
234629,"blystadlia, n/a, norway",26.0,9kbHBSdH8JWI234629,QVXUw97AfgYB
234630,"ludvika, dalarna, sweden",24.0,hUuKFW1fqssy234630,fTLW88uGp
234631,"boston, massachusetts, usa",,w9XGQXDwPtWf234631,@THWdAbvCD2o
234632,"bryson city, north carolina, usa",,FhMmqiJaBB8d234632,mWCsRfA#v5
234633,"melbourne, victoria, australia",,vzymX6cGVjPO234633,@nnAiRfLm9Tb
234634,"neustadt, sachsen, germany",33.0,UIotWALZp5Ca234634,lxMa5FAuKJm@i
234635,"lisbon, \n/a\"", portugal""",33.0,N9dPXhErkZTl234635,WVnq8h7wJ
234636,"rome, rm, italy",,S3QhuHCqdhEa234636,KqFbDNrY3s
234637,"büdingen, hessen, germany",,oIXwadRIcT65234637,cOwl5uLpZsKG
234638,"everett, washington, usa",,6lenChBP33r6234638,iZWyKpmDt
234639,"melbourne, victoria, australia",22.0,E4s7UtmMLewm234639,OO6Ur#LkZJCZL
234640,"detmold, nordrhein-westfalen, germany",23.0,EyOD9MiKVO73234640,J6I8sJQk1
234641,"vancouver, b.c.,, canada",,IVzJhzrVKPNB234641,v9mFTnFs81g
234642,"arcadia, in 46030, indiana, usa",16.0,ToGNAZ4WbY1m234642,bmLyDXiuvxmI
234643,"new york, new york, usa",39.0,QHsaecKD1GWz234643,xPRbmJrhmi2y
234644,"round lake beach, illinois, usa",46.0,7QePymdXhGt2234644,P8A#l8exGJ
234645,"rochester, michigan, usa",,uSQLCIdmp1oa234645,LQVYZ7dHkWm
234646,"venice, florida, usa",50.0,j4zgdvYyTZub234646,niecQ7Rp5a7va
234647,"fredericton, new brunswick, canada",32.0,PVkWOPDm9yNV234647,M8RcVDse5U
234648,"sevilla, andalucía, spain",33.0,RU8wncVqznN1234648,gWPB3EloJ
234649,"milano, lombardia, italy",,hafvSBcvmBAB234649,mYbfld9ayKDfd
234650,"utica, michigan, usa",,3ktdzXrkn8FS234650,XAoAxn#OHnA
234651,"barcelona, catalonia, spain",17.0,SnDx54gHUW1e234651,DcXUcxBl9Azbk
234652,"orillia, ontario, canada",,FixB4TIJ4P75234652,5RyyApEwSaG
234653,"niagara falls, ontario, canada",,6VTbBpcpjiWR234653,T3yvYSfJC5
234654,"philadelphia, pennsylvania, usa",35.0,TMT8wAfWqLIM234654,aN58lf65@
234655,"urim, negev, israel",74.0,rB5CwIOO3ukR234655,wvpm#KeMul
234656,"addis abeba, aa, ethiopia",,NVpJhe75H193234656,lvWs34BQm
234657,"barlad, vaslui, romania",25.0,X8o7yYROyzeD234657,NuuZhdo3dA
234658,"dunière sur eyrieux, ardèche, france",36.0,I1qfdAThpfrU234658,ls9wViRr@
234659,"middlebury, vermont, usa",,DyNDSFCcPl8p234659,jnIGXIhAuht
234660,"toronto, ontario, canada",21.0,PsmI7IPBSmr9234660,z6kmlhKHdwWdY
234661,"murcia, murcia, spain",38.0,59Wl4TwSe7zQ234661,wnCJTA6AOAGvt
234662,"san diego, california, usa",54.0,OCzXiuZYFlY2234662,HwI16xjnYrnpu
234663,"valencia, n/a, spain",68.0,pbAoCTN7LOEP234663,mrZCzm7aSloy
234664,"bremerton, washington, usa",52.0,nEympJ8PYVfa234664,XPXCOEbrZZc
234665,"binangonan, binangonan, rizal, philippines",,BCtiAU4ZJ3lw234665,UJBwh#2j8
234666,"college station, texas, usa",,9IdlIyud4ek2234666,h3wY7o2vRqPQ9
234667,"santander, cantabria, spain",45.0,5wxk5KUFsyUV234667,6hZzxnJNlIcS
234668,"pretoria, gauteng, south africa",26.0,AaDqrizBkaJu234668,Prf9is5WXK
234669,"austin, texas, usa",,Xoql9kmHZOjZ234669,PNaNv8cgBga
234670,"osnabrueck, niedersachsen, germany",24.0,rkbsvJ4VWrJa234670,gfugEda@r7fD
234671,"cincinnati, ohio, usa",43.0,zEuwDBcXoCcm234671,d9pSAJdnc3
234672,"northridge, california, usa",53.0,Ngf6jZEmEKvY234672,@#WXxb#Ce
234673,"barsinghausen, niedersachsen, germany",17.0,JjegmVePN16N234673,#NhXAip#CxDpQ
234674,"modesto, california, usa",55.0,PhAf14Ke9XkI234674,HLD7XmVN#46nh
234675,"toronto, ,",,Bacsoq1ihspV234675,2HXW9OO6BSJ3
234676,"vilassar de mar, barcelona, spain",26.0,HHSAqAOvbUro234676,g8MMEGf85E7
234677,"ushuaia, tierra del fuego, argentina",35.0,HrLdtWJxuPCo234677,M7oPUjeK#M
234678,"newark, california, usa",,aMIYsmIA8VHZ234678,3RoCeAARBfZvq
234679,"newark, california, usa",,pXDbv2ClvOsZ234679,nofd@k9k#
234680,"sant julià de lòria, andorra, andorra",26.0,ALtK3KQNcMBz234680,kRo4MKyn5hUW
234681,"torrance, california, usa",24.0,qCZaqmt3D56V234681,V4LALzzrW6
234682,"singapore, n/a, singapore",21.0,beNUURuBE6dO234682,riiZJmQ#cftS
234683,"lappvik, etelä-suomen lääni, finland",23.0,kS6gTK6qr3Uo234683,UhBVsfkrug
234684,"bruxelles, calabria, belgium",16.0,ntGaEPQkysT4234684,xAPU4TTZ8RY2r
234685,"buffalo, new york, usa",33.0,sf5t7QPDeHj6234685,mpjijtg#1
234686,"little rock, arkansas, usa",26.0,prV5FFOLV2zk234686,YEw79kZuoKs
234687,"redlands, queensland, australia",44.0,dR4na9iGtu1x234687,N7EnrS5U7aU
234688,"roswell, georgia, usa",,3vY7Io5PjegA234688,Fgd4TJQhk
234689,"barstow, california, usa",27.0,wjfBxkqAc842234689,MDfhTbIkTNAtj
234690,"epsom, england, united kingdom",38.0,dQPHh6JrO7zn234690,jRM4yWLqe
234691,"kingsport, tennessee, usa",18.0,GnEdPkM1DIh2234691,AEwHBa@CS
234692,"torino, piemonte, italy",,TxaHPbCcGFqn234692,EFJFEJbka
234693,"san francisco, california, usa",40.0,wHOFmlg6ZpIY234693,gni@wnIErLWwH
234694,"lisboa, lisboa, portugal",27.0,axiDUfQuEcuK234694,zcwUDLRmV
234695,"carlsbad, california, usa",,fCAGl6v322GZ234695,tDG#yvwbunj
234696,"knysna, n/a, south africa",,c9DVZ9Q2c7LI234696,8pRoRBzqi8
234697,"cherry hill, new jersey, usa",,KqLVLITmis58234697,v3Q6TnN1v
234698,"prescott valley, arizona, usa",,IwaOHWwtzHlX234698,C5z9OjWgxGE
234699,"lisboa, n/a, portugal",,9c5alejwgHzZ234699,UIjfWVHcvo8
234700,"mannheim, baden-wuerttemberg, germany",50.0,2DdAxP9v8zXY234700,d4KH8fWeoEQPe
234701,"braunschweig, niedersachsen, germany",,CFkxmfwi1owf234701,Jf9F1BDwW
234702,"melun, seine et marne, france",25.0,KpxPogb4h3oX234702,zAIIwEZi7IM
234703,"anoka, minnesota, usa",30.0,RnWIDaAqwC5B234703,E7TygFXbCzO2g
234704,"kaiserslautern, rheinland-pfalz, germany",38.0,Mk7CRXyJY5g9234704,ID4BfjkeJlo
234705,"englewood, colorado, usa",,eKpeOWjFPvmO234705,@u7QKBgUFNAD
234706,"munich, bayern, germany",55.0,RSgi1t3hMy5r234706,HfzEtwFGXh
234707,"roskilde, \n/a\"", denmark""",,9edlpBxvcTGg234707,QKxM6qcjudK
234708,"fairmont, west virginia, usa",,JvpaLcUy7oM3234708,e#nA1ctRfT6as
234709,"zweibruecken, rheinland-pfalz, germany",32.0,gduyKPi4dWY1234709,6TwCixwOkKF
234710,"cape town, western cape, south africa",47.0,9Ps6PuSEm8wc234710,XunarvOF7Kdr
234711,"pamplona, navarra, spain",25.0,PjViylNLxgP7234711,bVjj4#q66
234712,"valencia, n/a, spain",48.0,9jhIdT5ll8H7234712,4w1GIKdLbmp
234713,"barcelona, cataluña, spain",22.0,LieEg3tIXZOB234713,2c6cv5v5dZ@Ug
234714,"haverhill, massachusetts, usa",25.0,7UnagAipdBGR234714,zS2KVh89mYr5
234715,"ronneby, blekinge, sweden",26.0,1ewPN933rcuX234715,bYU5GBLVb
234716,"santander, cantabria, spain",22.0,OIJyUXxnjdsX234716,qmEf#F5oog2m
234717,"hong kong, china, hong kong",,GHuVZQRJL5CK234717,A#SG4OJv5q9q
234718,"brighton, england, united kingdom",,afl2JEVlJUft234718,M1uajUxrl
234719,"west hills, california, usa",,IBsxiMRJMQ83234719,gg6c7Vt2BLC
234720,"north haledon, new jersey, usa",,HDiaiVY9PuhE234720,YUVuuswpK
234721,"hazelwood, missouri, usa",,VWH4uMsrUtsN234721,xiLCjxBtzak
234722,"alexandria, virginia, usa",50.0,vFlp9SQnk2YM234722,WLtHoE45bA
234723,"miami, florida, usa",,1M1ojXnKEoti234723,l2vJPlZtI8F
